geografia_sk,address_id,line1,line2,city,postal_code,country_code,nombre_provincia
371,1367,Calle 7510,,Godoy Cruz,6861,AR,Mendoza
372,1368,Calle 3454,Piso 6 Dto C,Rafaela,9405,AR,Santa Fe
373,1369,Calle 5765,Piso 11 Dto C,CABA,8528,AR,Buenos Aires
374,1370,Calle 4964,Piso 7 Dto A,Mar del Plata,7168,AR,Buenos Aires
375,1371,Calle 9438,Piso 12 Dto C,Córdoba,3120,AR,Córdoba
376,1372,Calle 5704,Piso 10 Dto C,Río Cuarto,2107,AR,Córdoba
377,1373,Calle 2608,,Mar del Plata,9182,AR,Buenos Aires
378,1374,Calle 3877,Piso 2 Dto A,CABA,7882,AR,Buenos Aires
379,1375,Calle 1876,,La Plata,8234,AR,Buenos Aires
380,1376,Calle 2852,Piso 6 Dto A,Córdoba,7187,AR,Córdoba
381,1377,Calle 9118,Piso 4 Dto A,San Rafael,9046,AR,Mendoza
382,1378,Calle 3297,Piso 12 Dto A,Córdoba,9659,AR,Córdoba
383,1379,Calle 1577,,CABA,1085,AR,Buenos Aires
384,1380,Calle 8956,,Rafaela,9653,AR,Santa Fe
385,1381,Calle 9345,Piso 8 Dto C,CABA,6840,AR,Buenos Aires
386,1382,Calle 7191,Piso 7 Dto C,Rosario,2161,AR,Santa Fe
387,1383,Calle 4887,Piso 2 Dto A,Mar del Plata,4777,AR,Buenos Aires
388,1384,Calle 370,Piso 4 Dto B,Villa Carlos Paz,7396,AR,Córdoba
389,1385,Calle 4720,,CABA,9482,AR,Buenos Aires
390,1386,Calle 929,,Mar del Plata,8716,AR,Buenos Aires
391,1387,Calle 5539,,Córdoba,6481,AR,Córdoba
392,1388,Calle 5401,,Mar del Plata,9086,AR,Buenos Aires
393,1389,Calle 9995,Piso 12 Dto A,Rafaela,2159,AR,Santa Fe
394,1390,Calle 1321,,Río Cuarto,5432,AR,Córdoba
395,1391,Calle 8317,Piso 4 Dto C,La Plata,8069,AR,Buenos Aires
396,1392,Calle 352,,CABA,9752,AR,Buenos Aires
397,1393,Calle 297,,Río Cuarto,7342,AR,Córdoba
398,1394,Calle 6994,,Villa Carlos Paz,8175,AR,Córdoba
399,1395,Calle 5764,Piso 4 Dto B,Santa Fe,1949,AR,Santa Fe
400,1396,Calle 165,,Mar del Plata,1244,AR,Buenos Aires
401,1397,Calle 929,,Rosario,5630,AR,Santa Fe
402,1398,Calle 4002,Piso 5 Dto A,Mar del Plata,8843,AR,Buenos Aires
403,1399,Calle 4100,Piso 9 Dto A,Córdoba,6848,AR,Córdoba
404,1400,Calle 6012,,La Plata,9631,AR,Buenos Aires
405,1401,Calle 8249,Piso 2 Dto A,Mar del Plata,7731,AR,Buenos Aires
406,1402,Calle 2247,Piso 9 Dto A,CABA,4453,AR,Buenos Aires
407,1403,Calle 588,Piso 4 Dto C,CABA,8434,AR,Buenos Aires
408,1404,Calle 4429,Piso 5 Dto C,CABA,5921,AR,Buenos Aires
409,1405,Calle 6291,Piso 8 Dto A,Mar del Plata,7302,AR,Buenos Aires
410,1406,Calle 6215,Piso 3 Dto C,CABA,9724,AR,Buenos Aires
411,1407,Calle 8873,Piso 6 Dto A,Córdoba,5301,AR,Córdoba
412,1408,Calle 7112,,Santa Fe,2789,AR,Santa Fe
413,1409,Calle 4710,Piso 9 Dto B,Mar del Plata,9501,AR,Buenos Aires
414,1410,Calle 7657,,La Plata,1248,AR,Buenos Aires
415,1411,Calle 1402,Piso 4 Dto C,Santa Fe,6530,AR,Santa Fe
416,1412,Calle 5927,Piso 5 Dto C,La Plata,1202,AR,Buenos Aires
417,1413,Calle 5260,Piso 5 Dto A,Mar del Plata,8581,AR,Buenos Aires
418,1414,Calle 607,,La Plata,7694,AR,Buenos Aires
419,1415,Calle 4530,Piso 10 Dto C,Córdoba,2049,AR,Córdoba
420,1416,Calle 4253,,La Plata,3858,AR,Buenos Aires
421,1417,Calle 813,,Rafaela,4018,AR,Santa Fe
422,1418,Calle 5200,,Rafaela,1996,AR,Santa Fe
423,1419,Calle 5790,,Mendoza,4845,AR,Mendoza
424,1420,Calle 7272,,Mar del Plata,4882,AR,Buenos Aires
425,1421,Calle 6816,Piso 2 Dto C,La Plata,5638,AR,Buenos Aires
426,1422,Calle 5903,Piso 6 Dto B,Mar del Plata,8711,AR,Buenos Aires
427,1423,Calle 6035,,Córdoba,1418,AR,Córdoba
428,1424,Calle 8369,Piso 12 Dto C,Villa Carlos Paz,4520,AR,Córdoba
429,1425,Calle 2459,,Rosario,2266,AR,Santa Fe
430,1426,Calle 8983,,Río Cuarto,9646,AR,Córdoba
431,1427,Calle 8593,Piso 9 Dto B,Río Cuarto,5410,AR,Córdoba
432,1428,Calle 3999,Piso 6 Dto A,Santa Fe,4782,AR,Santa Fe
433,1429,Calle 3950,Piso 8 Dto C,CABA,6929,AR,Buenos Aires
434,1430,Calle 1253,Piso 6 Dto C,Mar del Plata,4774,AR,Buenos Aires
435,1431,Calle 9329,,Rosario,7678,AR,Santa Fe
436,1432,Calle 5597,,Villa Carlos Paz,7692,AR,Córdoba
437,1433,Calle 9438,,CABA,3947,AR,Buenos Aires
438,1434,Calle 6859,Piso 5 Dto C,CABA,2654,AR,Buenos Aires
439,1435,Calle 393,,Santa Fe,3168,AR,Santa Fe
440,1436,Calle 6920,Piso 6 Dto A,Santa Fe,4955,AR,Santa Fe
441,1437,Calle 9691,,La Plata,1741,AR,Buenos Aires
442,1438,Calle 7355,Piso 7 Dto C,Villa Carlos Paz,8138,AR,Córdoba
443,1439,Calle 2206,,Rafaela,3494,AR,Santa Fe
444,1440,Calle 7431,Piso 7 Dto B,Villa Carlos Paz,3895,AR,Córdoba
445,1441,Calle 1588,Piso 4 Dto B,Villa Carlos Paz,6588,AR,Córdoba
446,1442,Calle 9500,Piso 9 Dto B,Río Cuarto,6288,AR,Córdoba
447,1443,Calle 2347,,CABA,8053,AR,Buenos Aires
448,1444,Calle 5151,Piso 2 Dto B,Mar del Plata,3713,AR,Buenos Aires
449,1445,Calle 7192,Piso 4 Dto A,La Plata,5250,AR,Buenos Aires
450,1446,Calle 4566,,San Rafael,9334,AR,Mendoza
451,1447,Calle 8845,,CABA,9001,AR,Buenos Aires
452,1448,Calle 9358,Piso 7 Dto C,La Plata,9534,AR,Buenos Aires
453,1449,Calle 1796,,Santa Fe,8281,AR,Santa Fe
454,1450,Calle 2242,,CABA,6795,AR,Buenos Aires
455,1451,Calle 1219,Piso 6 Dto A,Córdoba,5523,AR,Córdoba
456,1452,Calle 1214,Piso 12 Dto C,Río Cuarto,1628,AR,Córdoba
457,1453,Calle 8541,,Mar del Plata,1130,AR,Buenos Aires
458,1454,Calle 3608,Piso 11 Dto A,La Plata,8702,AR,Buenos Aires
459,1455,Calle 8139,,CABA,2453,AR,Buenos Aires
460,1456,Calle 3510,,Rafaela,9039,AR,Santa Fe
461,1457,Calle 2919,Piso 1 Dto B,Río Cuarto,7230,AR,Córdoba
462,1458,Calle 8692,Piso 11 Dto A,Villa Carlos Paz,4799,AR,Córdoba
463,1459,Calle 6426,Piso 10 Dto B,Villa Carlos Paz,5840,AR,Córdoba
464,1460,Calle 6875,,La Plata,7960,AR,Buenos Aires
465,1461,Calle 1861,Piso 6 Dto C,La Plata,3098,AR,Buenos Aires
466,1462,Calle 9848,,Santa Fe,1474,AR,Santa Fe
467,1463,Calle 6702,Piso 1 Dto C,CABA,5286,AR,Buenos Aires
468,1464,Calle 6967,,La Plata,5396,AR,Buenos Aires
469,1465,Calle 748,Piso 5 Dto B,Villa Carlos Paz,4625,AR,Córdoba
470,1466,Calle 1808,Piso 10 Dto C,Mar del Plata,3117,AR,Buenos Aires
471,1467,Calle 346,Piso 7 Dto A,Mar del Plata,6778,AR,Buenos Aires
472,1468,Calle 8498,,CABA,3572,AR,Buenos Aires
473,1469,Calle 3758,Piso 5 Dto A,Mar del Plata,6431,AR,Buenos Aires
474,1470,Calle 4075,,Mar del Plata,9627,AR,Buenos Aires
475,1471,Calle 693,Piso 3 Dto B,La Plata,1397,AR,Buenos Aires
476,1472,Calle 4052,,Río Cuarto,7190,AR,Córdoba
477,1473,Calle 4424,,Mar del Plata,9265,AR,Buenos Aires
478,1474,Calle 8876,,Mar del Plata,7408,AR,Buenos Aires
479,1475,Calle 5304,,Santa Fe,5950,AR,Santa Fe
480,1476,Calle 4330,Piso 11 Dto C,CABA,7169,AR,Buenos Aires
481,1477,Calle 6658,Piso 9 Dto B,CABA,5659,AR,Buenos Aires
482,1478,Calle 283,Piso 8 Dto C,La Plata,7106,AR,Buenos Aires
483,1479,Calle 3672,Piso 10 Dto A,Villa Carlos Paz,4802,AR,Córdoba
484,1480,Calle 1786,Piso 11 Dto B,Mar del Plata,3355,AR,Buenos Aires
485,1481,Calle 3403,,CABA,2374,AR,Buenos Aires
486,1482,Calle 8576,,La Plata,1965,AR,Buenos Aires
487,1483,Calle 5536,Piso 3 Dto A,La Plata,7660,AR,Buenos Aires
488,1484,Calle 9215,Piso 8 Dto C,CABA,6128,AR,Buenos Aires
489,1485,Calle 7914,,Mar del Plata,2721,AR,Buenos Aires
490,1486,Calle 2086,,Villa Carlos Paz,3722,AR,Córdoba
491,1487,Calle 640,,CABA,9594,AR,Buenos Aires
492,1488,Calle 6851,Piso 7 Dto A,Mar del Plata,2926,AR,Buenos Aires
493,1489,Calle 4442,Piso 9 Dto B,San Rafael,3718,AR,Mendoza
494,1490,Calle 3350,Piso 10 Dto C,Mar del Plata,9509,AR,Buenos Aires
495,1491,Calle 5410,,CABA,3690,AR,Buenos Aires
496,1492,Calle 161,,Villa Carlos Paz,3463,AR,Córdoba
497,1493,Calle 5110,,CABA,2537,AR,Buenos Aires
498,1494,Calle 1002,,CABA,2093,AR,Buenos Aires
499,1495,Calle 5652,,Córdoba,5498,AR,Córdoba
500,1496,Calle 9576,Piso 12 Dto B,Santa Fe,7607,AR,Santa Fe
501,1497,Calle 3320,,Río Cuarto,2687,AR,Córdoba
502,1498,Calle 9236,Piso 2 Dto A,La Plata,6409,AR,Buenos Aires
503,1499,Calle 7757,,San Rafael,4798,AR,Mendoza
504,1500,Calle 2401,Piso 3 Dto A,Mar del Plata,1004,AR,Buenos Aires
505,1501,Calle 2245,Piso 9 Dto B,CABA,8728,AR,Buenos Aires
506,1502,Calle 3945,Piso 9 Dto B,CABA,7316,AR,Buenos Aires
507,1503,Calle 5194,,Mar del Plata,3721,AR,Buenos Aires
508,1504,Calle 9184,Piso 8 Dto B,Villa Carlos Paz,2970,AR,Córdoba
509,1505,Calle 5705,Piso 3 Dto A,Rafaela,8636,AR,Santa Fe
510,1506,Calle 9172,Piso 4 Dto B,Córdoba,3932,AR,Córdoba
511,1507,Calle 8619,Piso 4 Dto A,La Plata,6381,AR,Buenos Aires
512,1508,Calle 8238,Piso 1 Dto C,Godoy Cruz,1549,AR,Mendoza
513,1509,Calle 720,Piso 12 Dto C,Villa Carlos Paz,5492,AR,Córdoba
514,1510,Calle 7714,Piso 10 Dto C,Mendoza,9033,AR,Mendoza
515,1511,Calle 8939,Piso 2 Dto A,Mar del Plata,1472,AR,Buenos Aires
516,1512,Calle 2157,,Córdoba,1918,AR,Córdoba
517,1513,Calle 5149,Piso 2 Dto C,Córdoba,4181,AR,Córdoba
518,1514,Calle 5186,Piso 12 Dto A,Mar del Plata,9459,AR,Buenos Aires
519,1515,Calle 6822,,Godoy Cruz,2064,AR,Mendoza
520,1516,Calle 2417,,Rafaela,3827,AR,Santa Fe
521,1517,Calle 3256,Piso 12 Dto C,Mar del Plata,3833,AR,Buenos Aires
522,1518,Calle 5746,Piso 2 Dto B,Mar del Plata,2410,AR,Buenos Aires
523,1519,Calle 2991,,CABA,6201,AR,Buenos Aires
524,1520,Calle 3564,Piso 11 Dto B,Rosario,2331,AR,Santa Fe
525,1521,Calle 3131,,Mar del Plata,6087,AR,Buenos Aires
526,1522,Calle 2917,Piso 5 Dto A,La Plata,7782,AR,Buenos Aires
527,1523,Calle 3265,Piso 3 Dto B,Santa Fe,8202,AR,Santa Fe
528,1524,Calle 9482,Piso 6 Dto B,La Plata,3793,AR,Buenos Aires
529,1525,Calle 6319,,San Rafael,8108,AR,Mendoza
530,1526,Calle 4730,Piso 4 Dto B,Río Cuarto,2486,AR,Córdoba
531,1527,Calle 3576,,Santa Fe,2889,AR,Santa Fe
532,1528,Calle 7786,Piso 3 Dto B,Córdoba,7099,AR,Córdoba
533,1529,Calle 555,,Mar del Plata,6879,AR,Buenos Aires
534,1530,Calle 5484,,La Plata,4065,AR,Buenos Aires
535,1531,Calle 8959,Piso 3 Dto A,La Plata,8478,AR,Buenos Aires
536,1532,Calle 3991,Piso 5 Dto C,Villa Carlos Paz,6535,AR,Córdoba
537,1533,Calle 658,,Villa Carlos Paz,7897,AR,Córdoba
538,1534,Calle 6566,,Rafaela,9391,AR,Santa Fe
539,1535,Calle 8587,,San Rafael,3128,AR,Mendoza
540,1536,Calle 1482,Piso 5 Dto A,Rosario,8515,AR,Santa Fe
541,1537,Calle 2417,Piso 4 Dto A,CABA,6038,AR,Buenos Aires
542,1538,Calle 7153,,CABA,3525,AR,Buenos Aires
543,1539,Calle 82,Piso 8 Dto A,Santa Fe,2636,AR,Santa Fe
544,1540,Calle 3482,Piso 8 Dto C,La Plata,8593,AR,Buenos Aires
545,1541,Calle 6351,,Rosario,7551,AR,Santa Fe
546,1542,Calle 6957,,Rafaela,6683,AR,Santa Fe
547,1543,Calle 441,,Río Cuarto,4852,AR,Córdoba
548,1544,Calle 27,Piso 10 Dto C,Mar del Plata,2265,AR,Buenos Aires
549,1545,Calle 725,Piso 4 Dto B,CABA,2521,AR,Buenos Aires
550,1546,Calle 6975,Piso 3 Dto B,CABA,7337,AR,Buenos Aires
551,1547,Calle 2942,,La Plata,8617,AR,Buenos Aires
552,1548,Calle 1662,,Mar del Plata,3635,AR,Buenos Aires
553,1549,Calle 6292,,Mar del Plata,8964,AR,Buenos Aires
554,1550,Calle 4964,,CABA,8377,AR,Buenos Aires
555,1551,Calle 5490,,La Plata,3930,AR,Buenos Aires
556,1552,Calle 1311,Piso 3 Dto A,La Plata,5224,AR,Buenos Aires
557,1553,Calle 7455,Piso 7 Dto A,Mar del Plata,5615,AR,Buenos Aires
558,1554,Calle 7541,Piso 6 Dto A,La Plata,5134,AR,Buenos Aires
559,1555,Calle 386,,La Plata,5804,AR,Buenos Aires
560,1556,Calle 5319,,La Plata,2829,AR,Buenos Aires
561,1557,Calle 6492,,Río Cuarto,9765,AR,Córdoba
562,1558,Calle 8085,Piso 7 Dto B,CABA,8504,AR,Buenos Aires
563,1559,Calle 8578,,San Rafael,2253,AR,Mendoza
564,1560,Calle 9984,,CABA,7257,AR,Buenos Aires
565,1561,Calle 5535,Piso 11 Dto C,Mendoza,7922,AR,Mendoza
566,1562,Calle 4209,,Mar del Plata,8101,AR,Buenos Aires
567,1563,Calle 4276,,Rafaela,1800,AR,Santa Fe
568,1564,Calle 7159,,Córdoba,5535,AR,Córdoba
569,1565,Calle 6532,Piso 3 Dto C,Río Cuarto,5467,AR,Córdoba
570,1566,Calle 6789,Piso 11 Dto A,CABA,5375,AR,Buenos Aires
571,1567,Calle 5213,,Río Cuarto,1296,AR,Córdoba
572,1568,Calle 4716,Piso 12 Dto C,Mar del Plata,7893,AR,Buenos Aires
573,1569,Calle 9137,Piso 1 Dto B,La Plata,6237,AR,Buenos Aires
574,1570,Calle 7569,,Rosario,9720,AR,Santa Fe
575,1571,Calle 6602,,Villa Carlos Paz,8971,AR,Córdoba
576,1572,Calle 3401,Piso 12 Dto C,Mendoza,5981,AR,Mendoza
577,1573,Calle 7658,,Santa Fe,6761,AR,Santa Fe
578,1574,Calle 4652,Piso 9 Dto C,CABA,4845,AR,Buenos Aires
579,1575,Calle 6201,,Mendoza,7483,AR,Mendoza
580,1576,Calle 9352,,CABA,7571,AR,Buenos Aires
581,1577,Calle 6852,Piso 10 Dto B,CABA,6950,AR,Buenos Aires
582,1578,Calle 5207,Piso 9 Dto C,Río Cuarto,4688,AR,Córdoba
583,1579,Calle 4691,,La Plata,7554,AR,Buenos Aires
584,1580,Calle 7603,,La Plata,7280,AR,Buenos Aires
585,1581,Calle 3095,,Godoy Cruz,3270,AR,Mendoza
586,1582,Calle 9349,,San Rafael,6325,AR,Mendoza
587,1583,Calle 7732,Piso 11 Dto A,Mar del Plata,1372,AR,Buenos Aires
588,1584,Calle 2645,,Córdoba,3870,AR,Córdoba
589,1585,Calle 5288,,Mendoza,1506,AR,Mendoza
590,1586,Calle 4015,Piso 11 Dto C,Villa Carlos Paz,4963,AR,Córdoba
591,1587,Calle 1822,,San Rafael,5011,AR,Mendoza
592,1588,Calle 113,Piso 12 Dto A,Córdoba,9515,AR,Córdoba
593,1589,Calle 6834,,Rosario,9751,AR,Santa Fe
594,1590,Calle 980,,Mar del Plata,6953,AR,Buenos Aires
595,1591,Calle 7210,,Río Cuarto,3391,AR,Córdoba
596,1592,Calle 1832,Piso 12 Dto A,Rafaela,7764,AR,Santa Fe
597,1593,Calle 7907,,CABA,6407,AR,Buenos Aires
598,1594,Calle 8054,Piso 4 Dto B,Mar del Plata,5838,AR,Buenos Aires
599,1595,Calle 4226,,La Plata,3294,AR,Buenos Aires
600,1596,Calle 3622,Piso 6 Dto C,CABA,5771,AR,Buenos Aires
601,1597,Calle 9301,Piso 11 Dto B,Mendoza,8206,AR,Mendoza
602,1598,Calle 2107,Piso 3 Dto C,Mar del Plata,7295,AR,Buenos Aires
603,1599,Calle 3468,,Córdoba,1197,AR,Córdoba
604,1600,Calle 8468,,Mar del Plata,6639,AR,Buenos Aires
605,1601,Calle 5150,Piso 9 Dto B,Río Cuarto,8950,AR,Córdoba
606,1602,Calle 2874,,Santa Fe,2060,AR,Santa Fe
607,1603,Calle 3676,,CABA,4226,AR,Buenos Aires
608,1604,Calle 200,,Mar del Plata,4318,AR,Buenos Aires
609,1605,Calle 1620,,Villa Carlos Paz,5447,AR,Córdoba
610,1606,Calle 8811,Piso 2 Dto A,San Rafael,9567,AR,Mendoza
611,1607,Calle 2994,,Mar del Plata,4741,AR,Buenos Aires
612,1608,Calle 4355,,Mar del Plata,4113,AR,Buenos Aires
613,1609,Calle 8562,,Mendoza,4728,AR,Mendoza
614,1610,Calle 7820,,Río Cuarto,6224,AR,Córdoba
615,1611,Calle 7241,,CABA,2636,AR,Buenos Aires
616,1612,Calle 7983,,Río Cuarto,8041,AR,Córdoba
617,1613,Calle 3192,Piso 10 Dto C,Villa Carlos Paz,1008,AR,Córdoba
618,1614,Calle 4436,,Rafaela,6384,AR,Santa Fe
619,1615,Calle 4910,,La Plata,6589,AR,Buenos Aires
620,1616,Calle 5060,,Río Cuarto,3984,AR,Córdoba
621,1617,Calle 7709,,Mar del Plata,2074,AR,Buenos Aires
622,1618,Calle 7262,,Córdoba,4171,AR,Córdoba
623,1619,Calle 5034,Piso 9 Dto B,Rosario,9690,AR,Santa Fe
624,1620,Calle 9987,,La Plata,6304,AR,Buenos Aires
625,1621,Calle 2815,,La Plata,6335,AR,Buenos Aires
626,1622,Calle 9753,Piso 7 Dto C,San Rafael,4747,AR,Mendoza
627,1623,Calle 6076,Piso 3 Dto B,La Plata,6798,AR,Buenos Aires
628,1624,Calle 9229,,La Plata,7620,AR,Buenos Aires
629,1625,Calle 2293,,Godoy Cruz,4313,AR,Mendoza
630,1626,Calle 4830,Piso 6 Dto A,Villa Carlos Paz,8004,AR,Córdoba
631,1627,Calle 3268,Piso 4 Dto C,Mar del Plata,5488,AR,Buenos Aires
632,1628,Calle 5333,Piso 12 Dto B,CABA,1753,AR,Buenos Aires
633,1629,Calle 7980,Piso 4 Dto B,Río Cuarto,1971,AR,Córdoba
634,1630,Calle 4523,Piso 9 Dto B,La Plata,5656,AR,Buenos Aires
635,1631,Calle 1213,Piso 6 Dto C,Mar del Plata,3486,AR,Buenos Aires
636,1632,Calle 3277,Piso 9 Dto A,Río Cuarto,5017,AR,Córdoba
637,1633,Calle 4272,Piso 9 Dto C,Río Cuarto,1358,AR,Córdoba
638,1634,Calle 5144,,Rosario,4016,AR,Santa Fe
639,1635,Calle 5935,Piso 6 Dto A,La Plata,5183,AR,Buenos Aires
640,1636,Calle 6731,Piso 7 Dto B,Mar del Plata,1786,AR,Buenos Aires
641,1637,Calle 6120,Piso 1 Dto C,Mar del Plata,1525,AR,Buenos Aires
642,1638,Calle 8828,Piso 8 Dto B,Santa Fe,2099,AR,Santa Fe
643,1639,Calle 1841,,Río Cuarto,8675,AR,Córdoba
644,1640,Calle 7061,Piso 5 Dto B,Rafaela,3493,AR,Santa Fe
645,1641,Calle 9425,Piso 6 Dto B,Mar del Plata,1351,AR,Buenos Aires
646,1642,Calle 6389,,Córdoba,6281,AR,Córdoba
647,1643,Calle 9575,Piso 11 Dto B,CABA,4282,AR,Buenos Aires
648,1644,Calle 9452,,Rafaela,4377,AR,Santa Fe
649,1645,Calle 8740,,CABA,9848,AR,Buenos Aires
650,1646,Calle 5167,,Godoy Cruz,4304,AR,Mendoza
651,1647,Calle 3818,,La Plata,3249,AR,Buenos Aires
652,1648,Calle 417,,La Plata,7232,AR,Buenos Aires
653,1649,Calle 3255,,La Plata,2521,AR,Buenos Aires
654,1650,Calle 8463,,Mar del Plata,2971,AR,Buenos Aires
655,1651,Calle 5192,,Villa Carlos Paz,2487,AR,Córdoba
656,1652,Calle 8336,,La Plata,1118,AR,Buenos Aires
657,1653,Calle 1640,Piso 6 Dto B,Santa Fe,2069,AR,Santa Fe
658,1654,Calle 4927,,San Rafael,7384,AR,Mendoza
659,1655,Calle 5297,,La Plata,3905,AR,Buenos Aires
660,1656,Calle 2552,Piso 3 Dto C,Mar del Plata,1638,AR,Buenos Aires
661,1657,Calle 4802,Piso 6 Dto C,Córdoba,3580,AR,Córdoba
662,1658,Calle 2481,,Mar del Plata,6981,AR,Buenos Aires
663,1659,Calle 8152,Piso 4 Dto B,Rosario,7114,AR,Santa Fe
664,1660,Calle 424,Piso 6 Dto A,Córdoba,1560,AR,Córdoba
665,1661,Calle 8839,,Mendoza,3591,AR,Mendoza
666,1662,Calle 1510,,CABA,8793,AR,Buenos Aires
667,1663,Calle 7216,,San Rafael,6102,AR,Mendoza
668,1664,Calle 2101,Piso 6 Dto C,La Plata,2579,AR,Buenos Aires
669,1665,Calle 3216,,Mar del Plata,3336,AR,Buenos Aires
670,1666,Calle 1554,Piso 12 Dto B,Río Cuarto,2724,AR,Córdoba
671,1667,Calle 4934,Piso 6 Dto C,CABA,9518,AR,Buenos Aires
672,1668,Calle 2158,Piso 6 Dto B,Villa Carlos Paz,3379,AR,Córdoba
673,1669,Calle 787,,Villa Carlos Paz,3342,AR,Córdoba
674,1670,Calle 2653,,Rosario,8877,AR,Santa Fe
675,1671,Calle 9457,,Rosario,8425,AR,Santa Fe
676,1672,Calle 4577,Piso 11 Dto C,CABA,6525,AR,Buenos Aires
677,1673,Calle 8994,,La Plata,6609,AR,Buenos Aires
678,1674,Calle 6989,,La Plata,2549,AR,Buenos Aires
679,1675,Calle 1971,Piso 9 Dto C,Mendoza,3069,AR,Mendoza
680,1676,Calle 9066,,La Plata,7513,AR,Buenos Aires
681,1677,Calle 3635,Piso 1 Dto A,Mar del Plata,9611,AR,Buenos Aires
682,1678,Calle 8603,Piso 1 Dto C,Río Cuarto,9838,AR,Córdoba
683,1679,Calle 2733,,Río Cuarto,3713,AR,Córdoba
684,1680,Calle 2492,Piso 9 Dto C,Rafaela,4312,AR,Santa Fe
685,1681,Calle 4858,Piso 7 Dto C,La Plata,8807,AR,Buenos Aires
686,1682,Calle 4916,Piso 1 Dto A,Mar del Plata,6105,AR,Buenos Aires
687,1683,Calle 9732,Piso 2 Dto A,San Rafael,3298,AR,Mendoza
688,1684,Calle 3973,Piso 7 Dto A,CABA,7406,AR,Buenos Aires
689,1685,Calle 1156,,La Plata,7577,AR,Buenos Aires
690,1686,Calle 2488,,Río Cuarto,5513,AR,Córdoba
691,1687,Calle 8530,,CABA,8718,AR,Buenos Aires
692,1688,Calle 2046,Piso 9 Dto C,Villa Carlos Paz,3517,AR,Córdoba
693,1689,Calle 5594,Piso 5 Dto A,Rafaela,5185,AR,Santa Fe
694,1690,Calle 9585,Piso 3 Dto C,Villa Carlos Paz,5769,AR,Córdoba
695,1691,Calle 9885,,CABA,9102,AR,Buenos Aires
696,1692,Calle 1724,Piso 5 Dto C,Mar del Plata,5123,AR,Buenos Aires
697,1693,Calle 4117,,Mar del Plata,2656,AR,Buenos Aires
698,1694,Calle 3628,Piso 10 Dto B,La Plata,2703,AR,Buenos Aires
699,1695,Calle 6158,Piso 10 Dto C,Río Cuarto,1689,AR,Córdoba
700,1696,Calle 1616,,Río Cuarto,4909,AR,Córdoba
701,1697,Calle 9893,,Río Cuarto,6690,AR,Córdoba
702,1698,Calle 8565,Piso 1 Dto B,Rafaela,1420,AR,Santa Fe
703,1699,Calle 5390,Piso 2 Dto B,Córdoba,1464,AR,Córdoba
704,1700,Calle 5876,Piso 11 Dto B,Santa Fe,5074,AR,Santa Fe
705,1701,Calle 5317,Piso 8 Dto C,CABA,3631,AR,Buenos Aires
706,1702,Calle 5274,Piso 12 Dto B,Río Cuarto,3818,AR,Córdoba
707,1703,Calle 5764,,Santa Fe,6186,AR,Santa Fe
708,1704,Calle 1482,Piso 11 Dto B,Mar del Plata,9146,AR,Buenos Aires
709,1705,Calle 4337,Piso 12 Dto B,Rosario,6521,AR,Santa Fe
710,1706,Calle 2762,,Rosario,4109,AR,Santa Fe
711,1707,Calle 9183,,San Rafael,7520,AR,Mendoza
712,1708,Calle 9798,Piso 11 Dto B,CABA,3388,AR,Buenos Aires
713,1709,Calle 2180,Piso 7 Dto A,La Plata,2346,AR,Buenos Aires
714,1710,Calle 669,,Godoy Cruz,5485,AR,Mendoza
715,1711,Calle 3588,Piso 4 Dto A,Mar del Plata,4538,AR,Buenos Aires
716,1712,Calle 341,Piso 10 Dto B,CABA,7791,AR,Buenos Aires
717,1713,Calle 3150,Piso 7 Dto A,Río Cuarto,7342,AR,Córdoba
718,1714,Calle 4319,Piso 7 Dto B,Villa Carlos Paz,4845,AR,Córdoba
719,1715,Calle 2204,,CABA,9819,AR,Buenos Aires
720,1716,Calle 7795,,Mar del Plata,4732,AR,Buenos Aires
721,1717,Calle 9078,Piso 4 Dto B,Río Cuarto,1871,AR,Córdoba
722,1718,Calle 9684,,Villa Carlos Paz,1362,AR,Córdoba
723,1719,Calle 943,,Mar del Plata,2044,AR,Buenos Aires
724,1720,Calle 4524,,Mar del Plata,9041,AR,Buenos Aires
725,1721,Calle 6493,Piso 4 Dto C,Córdoba,6076,AR,Córdoba
726,1722,Calle 5416,Piso 4 Dto C,Villa Carlos Paz,3363,AR,Córdoba
727,1723,Calle 5153,,San Rafael,6871,AR,Mendoza
728,1724,Calle 1043,,Rosario,4188,AR,Santa Fe
729,1725,Calle 2970,Piso 1 Dto C,Mendoza,2957,AR,Mendoza
730,1726,Calle 9405,Piso 12 Dto C,La Plata,7677,AR,Buenos Aires
731,1727,Calle 5625,Piso 3 Dto A,Córdoba,6818,AR,Córdoba
732,1728,Calle 8187,Piso 2 Dto A,Villa Carlos Paz,7576,AR,Córdoba
733,1729,Calle 1337,,Mar del Plata,9583,AR,Buenos Aires
734,1730,Calle 998,Piso 9 Dto A,Mar del Plata,2564,AR,Buenos Aires
735,1731,Calle 207,Piso 1 Dto B,Mar del Plata,6017,AR,Buenos Aires
736,1732,Calle 9231,,Rafaela,4088,AR,Santa Fe
737,1733,Calle 5657,,CABA,7130,AR,Buenos Aires
738,1734,Calle 2909,Piso 9 Dto A,Rafaela,1497,AR,Santa Fe
739,1735,Calle 5107,Piso 5 Dto A,Mendoza,3955,AR,Mendoza
